elapsed_s,lidar_timestamp,state,speed,steering,steering_offset,reason,raw_points,valid_points,left_fov_points,right_fov_points,tangent_clusters,tangent_candidates,detected_vehicle_count,right_vehicle,right_vehicle_raw,right_cluster_points,right_seen_scans,right_missing_scans,right_track_id,is_prealign_near,is_near,pair_source_scans,pair_valid,angle_a_deg,angle_b_deg,angle_bisector_deg,dist_a_mm,dist_b_mm,distance_bias_ab_mm,angle_term,distance_term,paper_steering,dist_c_mm,dist_d_mm,distance_bias_cd_mm
6.901453,1785211504.406232119,idle,0,0,-25,press_SPACE_to_start,75,75,51,24,0,0,0,0,0,0,0,62,0,0,0,5,0,,,,,,,,,,,,
6.989760,1785211504.517242193,idle,0,0,-25,press_SPACE_to_start,77,77,53,24,0,0,0,0,0,0,0,63,0,0,0,5,0,,,,,,,,,,,,
7.078749,1785211504.517242193,idle,0,0,-25,press_SPACE_to_start,77,77,53,24,0,0,0,0,0,0,0,63,0,0,0,5,0,,,,,,,,,,,,
7.171407,1785211504.632492065,idle,0,0,-25,press_SPACE_to_start,76,76,52,24,0,0,0,0,0,0,0,64,0,0,0,5,0,,,,,,,,,,,,
7.259085,1785211504.743659973,idle,0,0,-25,press_SPACE_to_start,75,75,52,23,0,0,0,0,0,0,0,65,0,0,0,5,0,,,,,,,,,,,,
7.347427,1785211504.855559826,idle,0,0,-25,press_SPACE_to_start,81,81,52,29,0,0,0,0,0,0,0,66,0,0,0,5,0,,,,,,,,,,,,
7.435743,1785211504.969189882,idle,0,0,-25,press_SPACE_to_start,78,78,52,26,0,0,0,0,0,0,0,67,0,0,0,5,0,,,,,,,,,,,,
7.525229,1785211504.969189882,idle,0,0,-25,press_SPACE_to_start,78,78,52,26,0,0,0,0,0,0,0,67,0,0,0,5,0,,,,,,,,,,,,
7.614257,1785211505.080446959,idle,0,0,-25,press_SPACE_to_start,76,76,52,24,0,0,0,0,0,0,0,68,0,0,0,5,0,,,,,,,,,,,,
7.708653,1785211505.191910982,idle,0,0,-25,press_SPACE_to_start,76,76,53,23,0,0,0,0,0,0,0,69,0,0,0,5,0,,,,,,,,,,,,
7.796937,1785211505.306441069,idle,0,0,-25,press_SPACE_to_start,79,79,54,25,0,0,0,0,0,0,0,70,0,0,0,5,0,,,,,,,,,,,,
7.885755,1785211505.417762041,idle,0,0,-25,press_SPACE_to_start,74,74,52,22,0,0,0,0,0,0,0,71,0,0,0,5,0,,,,,,,,,,,,
7.974822,1785211505.417762041,idle,0,0,-25,press_SPACE_to_start,74,74,52,22,0,0,0,0,0,0,0,71,0,0,0,5,0,,,,,,,,,,,,
8.063901,1785211505.528786898,idle,0,0,-25,press_SPACE_to_start,75,75,53,22,0,0,0,0,0,0,0,72,0,0,0,5,0,,,,,,,,,,,,
8.152897,1785211505.640368938,idle,0,0,-25,press_SPACE_to_start,74,74,49,25,0,0,0,0,0,0,0,73,0,0,0,5,0,,,,,,,,,,,,
8.246095,1785211505.754920006,idle,0,0,-25,press_SPACE_to_start,73,73,50,23,0,0,0,0,0,0,0,74,0,0,0,5,0,,,,,,,,,,,,
8.334490,1785211505.866612911,idle,0,0,-25,press_SPACE_to_start,72,72,50,22,0,0,0,0,0,0,0,75,0,0,0,5,0,,,,,,,,,,,,
8.423265,1785211505.866612911,idle,0,0,-25,press_SPACE_to_start,72,72,50,22,0,0,0,0,0,0,0,75,0,0,0,5,0,,,,,,,,,,,,
8.504715,1785211505.978456020,search_first_car,50,-25,-25,paper_search_first_vehicle,75,75,51,24,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,
8.592836,1785211506.092341900,search_first_car,50,-25,-25,paper_search_first_vehicle,75,75,53,22,0,0,0,0,0,0,0,2,0,0,0,2,0,,,,,,,,,,,,
8.680763,1785211506.203934908,search_first_car,50,-25,-25,paper_search_first_vehicle,75,75,51,24,0,0,0,0,0,0,0,3,0,0,0,3,0,,,,,,,,,,,,
8.773121,1785211506.315783024,search_first_car,50,-25,-25,paper_search_first_vehicle,77,77,52,25,0,0,0,0,0,0,0,4,0,0,0,4,0,,,,,,,,,,,,
8.861196,1785211506.315783024,search_first_car,50,-25,-25,paper_search_first_vehicle,77,77,52,25,0,0,0,0,0,0,0,4,0,0,0,4,0,,,,,,,,,,,,
